You are connected to uwbot-04
Robot is reachable
ros2 topic subscription working. Everything is working as expected.
running main
Listening for keyboard events. Press keys to test, Ctrl C to exit
0.0, 1716741050.6986406
0.0, 1716741050.9704585
0.0, 1716741051.2414794
0.0, 1716741051.5101929
0.0, 1716741051.7804158
0.0, 1716741052.0495882
0.0, 1716741052.3166752
0.0, 1716741052.585408
0.0, 1716741052.8552039
0.0, 1716741053.1232963
0.0, 1716741053.3918362
0.054473876953125, 1716741053.665092
1.6497802734375, 1716741053.9406898
3.3112335205078125, 1716741054.210041
3.4824371337890625, 1716741054.4781208
3.322906494140625, 1716741054.7477145
3.15948486328125, 1716741055.0154855
3.28399658203125, 1716741055.2839718
3.3657073974609375, 1716741055.5524018
3.1555938720703125, 1716741055.8206043
3.0933380126953125, 1716741056.091988
3.1166839599609375, 1716741056.3606913
2.7664947509765625, 1716741056.6284826
2.575836181640625, 1716741056.8972054
2.81707763671875, 1716741057.167627
2.5330352783203125, 1716741057.4380352
2.7976226806640625, 1716741057.706465
2.7703857421875, 1716741057.9750948
2.7703857421875, 1716741058.2444127
2.793731689453125, 1716741058.5135922
2.7587127685546875, 1716741058.78277
2.6653289794921875, 1716741059.051675
2.8131866455078125, 1716741059.321709
2.700347900390625, 1716741059.5899665
2.7742767333984375, 1716741059.8612382
2.778167724609375, 1716741060.1302075
2.8598785400390625, 1716741060.4000678
2.9688262939453125, 1716741060.6696994
3.027191162109375, 1716741060.9383051
3.4552001953125, 1716741061.2083857
3.5991668701171875, 1716741061.477627
3.416290283203125, 1716741061.7472138
3.4902191162109375, 1716741062.016215
3.4552001953125, 1716741062.2843752
3.8170623779296875, 1716741062.5548825
3.9532470703125, 1716741062.8251822
4.2139434814453125, 1716741063.0967965
4.3462371826171875, 1716741063.3660467
4.5796966552734375, 1716741063.6377072
4.7314453125, 1716741063.908584
5.128326416015625, 1716741064.1775131
5.4979705810546875, 1716741064.4471285
5.6847381591796875, 1716741064.7160666
5.937652587890625, 1716741064.9850454
6.2683868408203125, 1716741065.2530346
6.474609375, 1716741065.522327
6.7897796630859375, 1716741065.7918658
7.4590301513671875, 1716741066.0608833
8.478469848632812, 1716741066.3285236
9.470672607421875, 1716741066.5974655
6.95709228515625, 1716741066.8656995
11.077651977539062, 1716741067.1338396
13.132095336914062, 1716741067.401713
13.859710693359375, 1716741067.6712606
12.762451171875, 1716741067.9408348
10.458984375, 1716741068.2096806
7.2333526611328125, 1716741068.4778104
6.1360931396484375, 1716741068.7472374
5.828704833984375, 1716741069.0185413
5.64971923828125, 1716741069.2881238
5.9026336669921875, 1716741069.5591533
6.4707183837890625, 1716741069.8266652
7.34619140625, 1716741070.0967612
4.630279541015625, 1716741070.365063
6.124420166015625, 1716741070.6350362
5.750885009765625, 1716741070.9043016
3.9649200439453125, 1716741071.1734211
3.90655517578125, 1716741071.4442747
3.65753173828125, 1716741071.7157087
4.568023681640625, 1716741071.9838357
5.540771484375, 1716741072.2544131
5.6147003173828125, 1716741072.522588
5.704193115234375, 1716741072.7930615
7.4123382568359375, 1716741073.0620344
10.9881591796875, 1716741073.3302922
10.587387084960938, 1716741073.6001463
4.536895751953125, 1716741073.868996
4.8831939697265625, 1716741074.1419158
3.65753173828125, 1716741074.4110897
3.2645416259765625, 1716741074.6795194
2.8598785400390625, 1716741074.9477057
2.3773956298828125, 1716741075.216855
2.9921722412109375, 1716741075.4844093
2.9221343994140625, 1716741075.7546663
2.9571533203125, 1716741076.0230594
2.7820587158203125, 1716741076.292267
3.06610107421875, 1716741076.5637193
3.213958740234375, 1716741076.8314734
0.0, 1716741077.1000276
keyboard interrupt receieved.Stopping...
Keyb list stopped
