You are connected to uwbot-04
Robot is reachable
ros2 topic subscription working. Everything is working as expected.
running main
Listening for keyboard events. Press keys to test, Ctrl C to exit
0.0038909912109375, 1716739511.1669161
0.0038909912109375, 1716739511.4566126
0.0, 1716739511.6596093
0.0, 1716739511.89993
0.0, 1716739512.1974237
0.0, 1716739512.3595166
0.0, 1716739517.06497
0.0038909912109375, 1716739517.2636874
0.0038909912109375, 1716739517.4640822
0.0038909912109375, 1716739517.685764
0.0, 1716739517.859655
0.0, 1716739518.0674047
0.0, 1716739518.2612262
0.0, 1716739518.5615635
0.007781982421875, 1716739518.681775
0.0038909912109375, 1716739518.868562
0.007781982421875, 1716739519.0865314
0.0038909912109375, 1716739519.2703094
0.0038909912109375, 1716739519.468897
0.0, 1716739519.677308
0.0, 1716739519.8592315
0.0038909912109375, 1716739520.084564
0.0, 1716739520.269366
0.0, 1716739520.4851458
0.0038909912109375, 1716739520.6717896
0.0, 1716739520.8598173
0.0, 1716739521.061359
0.0, 1716739521.2647967
0.0, 1716739521.4671562
0.0, 1716739521.6781235
0.0038909912109375, 1716739521.8774867
0.0, 1716739522.3164237
0.0, 1716739522.494957
0.0038909912109375, 1716739522.7587888
0.0038909912109375, 1716739522.97442
0.0038909912109375, 1716739523.1117194
0.0, 1716739523.2895198
0.0, 1716739523.475241
0.0, 1716739523.657869
0.0, 1716739523.8539755
0.0, 1716739524.065537
0.0, 1716739524.2671645
0.0, 1716739524.4532669
0.0, 1716739524.6888604
0.0, 1716739524.8609476
0.0, 1716739525.0781405
0.0, 1716739525.2695472
0.0272369384765625, 1716739525.4579217
0.0194549560546875, 1716739525.660596
0.0, 1716739525.8894753
0.007781982421875, 1716739526.0755823
0.0038909912109375, 1716739526.3750901
0.0, 1716739526.5731573
0.0116729736328125, 1716739526.7664342
0.0, 1716739526.9793715
0.0, 1716739527.2761397
0.0, 1716739527.4944587
0.0, 1716739527.6307127
0.0, 1716739527.7833464
0.0, 1716739527.9740703
0.0, 1716739528.1611009
0.0, 1716739528.3806984
0.0, 1716739528.5983493
0.0, 1716739528.7844028
0.0, 1716739528.958809
0.0, 1716739529.168818
0.0, 1716739529.37775
0.0, 1716739529.5778472
0.0, 1716739531.860283
0.0, 1716739532.0692966
0.0, 1716739532.333176
0.0, 1716739532.4849825
0.0, 1716739532.7670994
0.0, 1716739532.8721457
0.0, 1716739533.0611184
0.0, 1716739533.2631898
0.0, 1716739533.4671593
0.0, 1716739533.6723905
0.0, 1716739533.8756437
0.0, 1716739534.0727968
0.0, 1716739534.2778301
0.0, 1716739534.4674482
0.0, 1716739534.6993537
0.0, 1716739534.883339
0.0, 1716739535.0891266
0.0, 1716739535.2984276
0.0, 1716739535.4732857
0.0, 1716739535.6605113
0.0, 1716739535.8755665
0.0, 1716739536.256398
0.0, 1716739536.3485262
0.0, 1716739536.4657032
0.0, 1716739536.6871169
0.0, 1716739536.9599917
0.0, 1716739537.0737765
0.0, 1716739537.2598648
0.0, 1716739537.4586678
0.0, 1716739537.6574464
0.0, 1716739537.872255
0.0, 1716739538.0587595
0.0, 1716739538.3640482
0.0, 1716739538.55647
0.0, 1716739538.761256
0.0, 1716739538.9795282
0.0, 1716739539.2024794
0.0, 1716739539.3885682
0.0, 1716739539.5857952
0.0, 1716739539.7770538
0.0, 1716739539.9906936
0.0, 1716739540.157026
0.0, 1716739540.3552017
0.0, 1716739540.582254
0.0, 1716739540.814719
0.0, 1716739540.978958
0.0, 1716739541.158296
0.0, 1716739541.4910123
0.0, 1716739541.7341242
0.0, 1716739541.881341
0.0, 1716739541.9624221
0.0, 1716739542.1777015
0.0, 1716739542.370305
0.0, 1716739542.5561051
0.0, 1716739542.7779016
0.0, 1716739542.9676175
0.0, 1716739543.163811
0.0, 1716739543.3657513
0.0, 1716739543.5630307
0.0, 1716739543.7940552
0.0, 1716739543.9978192
0.0, 1716739544.172924
0.0, 1716739544.3611453
0.0, 1716739544.557782
0.0, 1716739545.9673088
0.0, 1716739546.118606
0.0, 1716739546.263174
0.0, 1716739546.47023
0.0, 1716739546.6700077
0.0, 1716739546.8883414
0.0, 1716739547.0740128
0.0, 1716739547.2776775
0.0, 1716739547.4771185
0.0, 1716739547.6806362
0.0, 1716739547.9067686
0.0, 1716739548.1026967
0.0, 1716739548.2529943
0.0, 1716739548.4545572
0.0, 1716739548.6631649
0.0, 1716739548.8782356
0.0, 1716739549.127488
0.0, 1716739549.2778845
0.0, 1716739549.4866133
0.0, 1716739549.7204008
0.0, 1716739549.976602
0.0, 1716739550.167436
0.0, 1716739550.377607
0.0, 1716739550.659979
0.0, 1716739551.0464468
0.0, 1716739551.291235
0.0, 1716739551.9632761
0.0, 1716739552.0513651
0.0, 1716739552.1570218
0.0, 1716739552.2855773
0.0, 1716739552.497955
0.0, 1716739552.695793
0.0, 1716739552.8845654
0.0, 1716739553.0803952
0.0, 1716739553.2781126
0.0, 1716739553.4879222
0.0, 1716739553.6636682
0.0, 1716739553.873495
0.0, 1716739554.072475
0.0, 1716739554.2529104
0.0, 1716739554.4610155
0.0, 1716739554.667662
0.0, 1716739554.8701482
0.0, 1716739555.0654383
0.0, 1716739555.3719456
0.0, 1716739555.4676816
0.0, 1716739555.6888053
0.0, 1716739555.8773365
0.0, 1716739556.0626197
0.0, 1716739556.2944725
0.0, 1716739556.4659755
0.0, 1716739556.6879885
0.0, 1716739556.889312
0.0, 1716739557.0678248
0.0, 1716739557.2888765
0.0, 1716739557.4535182
0.0, 1716739557.6595123
keyboard interrupt receieved.Stopping...
